brand,model,year,damage_class,severity,price_tnd
Ford,Fiesta,2025,rear-bumper-dent,severe,994.8
BMW,X5,2021,sidemirror-damage,light,258.61
Renault,Captur,2016,roof-dent,severe,1419.57
Ford,Fiesta,2018,taillight-damage,severe,457.38
Renault,Clio,2018,sidemirror-damage,moderate,237.01
Renault,Captur,2021,roof-dent,moderate,884.66
Renault,Megane,2023,headlight-damage,light,176.91
Peugeot,208,2023,rear-windscreen-damage,light,223.46
Hyundai,i20,2016,pillar-dent,severe,853.88
Hyundai,i20,2021,front-bumper-dent,moderate,665.16
Hyundai,Tucson,2026,roof-dent,light,519.75
Hyundai,Tucson,2016,taillight-damage,light,170.77
Hyundai,i30,2020,taillight-damage,severe,404.66
Toyota,Corolla,2023,sidemirror-damage,light,139.66
Volkswagen,Tiguan,2021,quarterpanel-dent,moderate,760.94
Mercedes,Classe C,2016,headlight-damage,severe,1024.65
Mercedes,Classe C,2020,roof-dent,moderate,1888.43
Kia,Sportage,2018,runningboard-dent,moderate,415.8
Mercedes,GLC,2024,pillar-dent,moderate,1019.7
Toyota,Yaris,2022,front-bumper-dent,moderate,655.88
Mercedes,Classe A,2023,fender-dent,moderate,1138.0
Audi,A3,2023,rear-windscreen-damage,severe,993.17
Audi,A4,2019,quarterpanel-dent,severe,1706.56
Renault,Megane,2022,quarterpanel-dent,light,388.8
Peugeot,3008,2018,taillight-damage,severe,374.22
Renault,Captur,2024,pillar-dent,moderate,484.36
Ford,Focus,2022,runningboard-dent,severe,649.32
Toyota,Yaris,2024,runningboard-dent,severe,573.58
Renault,Captur,2026,taillight-damage,light,141.07
Toyota,RAV4,2021,roof-dent,moderate,931.22
Audi,A4,2016,signlight-damage,light,163.94
Kia,Ceed,2018,rear-bumper-dent,light,399.17
Ford,Fiesta,2017,runningboard-dent,moderate,463.51
Ford,Fiesta,2022,sidemirror-damage,light,155.84
Peugeot,208,2026,fender-dent,severe,735.07
Peugeot,308,2023,front-windscreen-damage,severe,628.49
Hyundai,Tucson,2025,runningboard-dent,moderate,376.82
Hyundai,Tucson,2021,signlight-damage,moderate,159.64
Mercedes,Classe C,2017,doorouter-dent,severe,2359.66
Toyota,Corolla,2024,sidemirror-damage,light,137.66
Mercedes,Classe C,2019,pillar-dent,moderate,1093.95
Mercedes,Classe C,2019,headlight-damage,light,393.82
Mercedes,Classe A,2026,headlight-damage,moderate,594.0
BMW,Serie 3,2017,pillar-dent,moderate,1011.29
Peugeot,3008,2023,front-bumper-dent,severe,872.9
BMW,X5,2017,front-bumper-dent,light,758.46
Toyota,Yaris,2018,doorouter-dent,severe,1164.24
Peugeot,208,2020,sidemirror-damage,severe,327.78
Renault,Captur,2024,taillight-damage,light,145.31
Peugeot,208,2017,pillar-dent,moderate,505.64
Ford,Focus,2019,doorouter-dent,light,505.4
Mercedes,Classe A,2018,quarterpanel-dent,moderate,1441.44
Ford,Kuga,2016,rear-windscreen-damage,moderate,500.94
Mercedes,GLC,2022,sidemirror-damage,moderate,472.23
BMW,Serie 3,2022,bonnet-dent,light,850.01
BMW,X5,2023,runningboard-dent,light,418.99
Audi,A3,2022,runningboard-dent,light,377.78
Hyundai,i20,2021,fender-dent,light,351.2
Toyota,Yaris,2025,taillight-damage,light,150.73
Mercedes,Classe C,2023,headlight-damage,moderate,620.73
Volkswagen,Polo,2025,taillight-damage,light,165.8
Hyundai,i20,2025,sidemirror-damage,moderate,226.09
Renault,Clio,2024,front-windscreen-damage,severe,653.88
Audi,Q5,2016,quarterpanel-dent,moderate,1184.04
Peugeot,308,2016,headlight-damage,moderate,307.39
Ford,Kuga,2025,pillar-dent,severe,829.0
Peugeot,208,2025,taillight-damage,severe,339.14
Ford,Focus,2018,rear-bumper-dent,severe,1097.71
Mercedes,Classe C,2018,bonnet-dent,light,997.92
Mercedes,GLC,2017,pillar-dent,moderate,1123.65
Audi,A4,2026,front-windscreen-damage,moderate,712.8
Ford,Fiesta,2016,headlight-damage,moderate,375.7
Renault,Megane,2022,fender-dent,moderate,548.31
Mercedes,Classe C,2018,bonnet-dent,severe,2494.8
Volkswagen,Polo,2019,doorouter-dent,moderate,842.34
Volkswagen,Tiguan,2026,doorouter-dent,moderate,762.3
Toyota,Yaris,2016,bonnet-dent,severe,1280.81
Renault,Megane,2016,front-bumper-dent,severe,1013.98
Hyundai,i30,2022,pillar-dent,light,314.82
Mercedes,Classe A,2024,front-windscreen-damage,severe,1376.6
BMW,X3,2018,doorouter-dent,light,838.25
Mercedes,Classe A,2017,runningboard-dent,moderate,842.74
Volkswagen,Golf,2025,front-windscreen-damage,moderate,497.4
Volkswagen,Tiguan,2025,runningboard-dent,light,248.7
Ford,Focus,2018,runningboard-dent,light,274.43
Peugeot,208,2019,taillight-damage,light,147.68
Toyota,Corolla,2019,signlight-damage,light,98.46
Toyota,Corolla,2021,runningboard-dent,severe,598.64
Peugeot,308,2016,rear-windscreen-damage,severe,614.79
Audi,A4,2020,signlight-damage,severe,388.48
Toyota,Corolla,2022,doorouter-dent,severe,1101.87
Kia,Ceed,2020,quarterpanel-dent,light,420.85
Ford,Focus,2019,taillight-damage,light,180.5
Volkswagen,Golf,2022,runningboard-dent,light,259.73
Ford,Fiesta,2018,front-windscreen-damage,severe,823.28
Toyota,Yaris,2025,quarterpanel-dent,severe,979.73
Kia,Ceed,2019,rear-windscreen-damage,light,262.55
Volkswagen,Polo,2017,headlight-damage,severe,556.21
Toyota,Yaris,2021,roof-dent,severe,1396.83
Renault,Megane,2025,doorouter-dent,severe,1002.34
Mercedes,Classe A,2017,headlight-damage,light,404.51
Hyundai,i30,2019,rear-windscreen-damage,moderate,437.58
Hyundai,i30,2025,signlight-damage,moderate,150.73
Mercedes,Classe A,2016,front-bumper-dent,light,853.88
Ford,Fiesta,2026,rear-windscreen-damage,severe,653.4
Audi,A4,2021,doorouter-dent,light,715.18
Ford,Focus,2018,front-bumper-dent,moderate,762.3
BMW,X3,2019,rear-windscreen-damage,moderate,787.64
Peugeot,208,2022,headlight-damage,moderate,283.34
Volkswagen,Polo,2021,headlight-damage,severe,526.8
Kia,Ceed,2022,sidemirror-damage,moderate,236.12
BMW,Serie 3,2016,runningboard-dent,severe,1152.73
Renault,Clio,2023,roof-dent,light,515.98
Toyota,Corolla,2025,doorouter-dent,light,422.04
Kia,Sportage,2021,pillar-dent,light,319.27
Volkswagen,Golf,2019,headlight-damage,severe,541.51
BMW,Serie 3,2021,quarterpanel-dent,light,747.1
Peugeot,308,2016,signlight-damage,light,92.22
Volkswagen,Golf,2018,rear-windscreen-damage,severe,731.81
BMW,X5,2019,fender-dent,light,649.81
Kia,Sportage,2023,runningboard-dent,severe,581.93
Hyundai,Tucson,2018,sidemirror-damage,moderate,249.48
Ford,Focus,2021,quarterpanel-dent,severe,1141.41
Volkswagen,Golf,2018,rear-windscreen-damage,severe,731.81
Kia,Rio,2020,fender-dent,severe,890.26
Peugeot,3008,2024,roof-dent,light,481.81
Ford,Focus,2016,sidemirror-damage,severe,422.67
Hyundai,i30,2016,front-bumper-dent,moderate,711.56
Renault,Captur,2019,taillight-damage,light,155.89
Mercedes,GLC,2025,bonnet-dent,moderate,1507.27
Peugeot,208,2021,pillar-dent,severe,718.37
Toyota,Corolla,2021,rear-bumper-dent,severe,957.82
Kia,Ceed,2020,front-bumper-dent,moderate,674.44
Toyota,RAV4,2021,fender-dent,severe,878.01
Peugeot,3008,2024,bonnet-dent,light,412.98
Kia,Rio,2021,quarterpanel-dent,moderate,691.76
Hyundai,i20,2022,roof-dent,light,550.94
Toyota,RAV4,2024,sidemirror-damage,moderate,229.43
Hyundai,i20,2026,doorouter-dent,light,415.8
Peugeot,308,2019,pillar-dent,severe,738.42
Peugeot,3008,2021,rear-windscreen-damage,severe,574.69
Renault,Clio,2024,headlight-damage,light,174.37
Mercedes,Classe C,2016,roof-dent,light,1195.42
Kia,Rio,2021,quarterpanel-dent,severe,1037.64
Renault,Clio,2020,rear-bumper-dent,light,369.05
Kia,Sportage,2019,doorouter-dent,moderate,765.76
Mercedes,GLC,2016,rear-windscreen-damage,light,546.48
Mercedes,Classe A,2020,rear-windscreen-damage,moderate,863.28
Ford,Kuga,2018,doorouter-dent,light,512.27
Toyota,RAV4,2026,front-bumper-dent,moderate,618.75
Mercedes,GLC,2023,front-windscreen-damage,light,558.66
Renault,Megane,2016,sidemirror-damage,moderate,243.35
Toyota,RAV4,2021,front-bumper-dent,light,399.09
Mercedes,Classe A,2023,pillar-dent,moderate,1034.55
Toyota,Corolla,2019,doorouter-dent,light,459.46
Toyota,RAV4,2017,doorouter-dent,light,471.93
Audi,A4,2019,bonnet-dent,severe,1969.11
Mercedes,Classe A,2018,sidemirror-damage,moderate,498.96
BMW,Serie 3,2025,taillight-damage,moderate,452.18
Toyota,RAV4,2016,front-bumper-dent,light,426.94
Kia,Rio,2023,rear-bumper-dent,severe,931.09
Toyota,Yaris,2022,sidemirror-damage,moderate,236.12
BMW,X3,2022,pillar-dent,light,566.68
Hyundai,i30,2018,front-bumper-dent,moderate,693.0
Audi,Q5,2024,quarterpanel-dent,moderate,1060.49
Toyota,Corolla,2025,signlight-damage,light,90.44
Hyundai,i20,2019,sidemirror-damage,moderate,246.14
BMW,X5,2022,fender-dent,light,623.34
Audi,Q5,2017,taillight-damage,light,269.68
Renault,Clio,2016,fender-dent,severe,892.3
Volkswagen,Polo,2017,front-bumper-dent,moderate,772.51
Mercedes,Classe A,2017,front-bumper-dent,moderate,1404.56
Volkswagen,Polo,2017,runningboard-dent,severe,695.26
Audi,A4,2018,rear-bumper-dent,moderate,1064.45
Renault,Captur,2021,rear-bumper-dent,moderate,606.62
Toyota,Yaris,2019,roof-dent,moderate,957.21
Ford,Fiesta,2018,doorouter-dent,light,512.27
Volkswagen,Polo,2017,rear-bumper-dent,moderate,741.61
Peugeot,208,2024,bonnet-dent,moderate,688.3
Toyota,Corolla,2023,doorouter-dent,severe,1086.28
Ford,Focus,2018,sidemirror-damage,severe,411.64
Mercedes,Classe A,2018,sidemirror-damage,severe,748.44
Audi,A4,2020,sidemirror-damage,moderate,388.48
BMW,X5,2018,taillight-damage,moderate,498.96
Peugeot,308,2021,roof-dent,light,502.86
Kia,Sportage,2025,sidemirror-damage,moderate,226.09
Ford,Focus,2018,signlight-damage,moderate,182.95
Kia,Sportage,2019,front-bumper-dent,light,410.23
Renault,Captur,2025,front-windscreen-damage,moderate,429.57
Hyundai,i20,2019,bonnet-dent,moderate,820.46
Volkswagen,Golf,2026,front-windscreen-damage,light,294.03
Ford,Fiesta,2019,bonnet-dent,moderate,902.51
Peugeot,308,2020,headlight-damage,light,174.81
Renault,Captur,2020,taillight-damage,moderate,256.29
Ford,Kuga,2016,pillar-dent,light,375.7
Ford,Focus,2023,bonnet-dent,light,512.1
Volkswagen,Tiguan,2022,front-windscreen-damage,moderate,519.45
Hyundai,Tucson,2026,front-bumper-dent,severe,928.12
BMW,X5,2019,rear-bumper-dent,severe,1772.2
Kia,Sportage,2020,taillight-damage,moderate,269.78
Toyota,Yaris,2022,rear-windscreen-damage,severe,629.64
Hyundai,Tucson,2021,runningboard-dent,moderate,399.09
Volkswagen,Polo,2023,headlight-damage,severe,512.1
Renault,Clio,2022,bonnet-dent,light,448.62
Peugeot,3008,2020,runningboard-dent,severe,546.29
BMW,X3,2021,pillar-dent,severe,1436.74
Ford,Kuga,2016,front-windscreen-damage,light,338.13
Hyundai,i30,2018,doorouter-dent,light,465.7
Toyota,RAV4,2020,signlight-damage,light,97.12
Hyundai,Tucson,2024,front-bumper-dent,light,382.39
Volkswagen,Golf,2021,front-bumper-dent,moderate,731.67
Toyota,Yaris,2016,taillight-damage,severe,426.94
Audi,A4,2020,runningboard-dent,moderate,647.46
Ford,Kuga,2019,taillight-damage,light,180.5
Renault,Megane,2026,rear-bumper-dent,severe,846.45
Audi,A3,2022,rear-bumper-dent,severe,1511.14
BMW,X3,2018,headlight-damage,severe,898.13
Mercedes,Classe C,2022,runningboard-dent,moderate,787.05
Ford,Kuga,2020,roof-dent,light,623.18
Ford,Focus,2024,rear-bumper-dent,severe,1009.5
Kia,Sportage,2021,taillight-damage,severe,399.09
Peugeot,3008,2025,roof-dent,light,474.79
Renault,Megane,2019,doorouter-dent,moderate,727.48
Audi,A4,2026,pillar-dent,light,475.2
Kia,Ceed,2025,pillar-dent,severe,753.64
Hyundai,i30,2016,quarterpanel-dent,moderate,740.02
Peugeot,208,2026,fender-dent,moderate,490.05
Ford,Focus,2018,pillar-dent,light,365.9
Hyundai,i20,2020,fender-dent,severe,890.26
Renault,Captur,2017,bonnet-dent,moderate,800.6
Hyundai,i20,2022,front-bumper-dent,light,393.52
Mercedes,Classe A,2017,front-bumper-dent,light,842.74
Ford,Kuga,2016,rear-bumper-dent,light,450.85
Ford,Kuga,2018,roof-dent,severe,1600.83
Ford,Focus,2026,doorouter-dent,severe,1143.45
Mercedes,Classe C,2017,bonnet-dent,light,1011.29
Renault,Captur,2021,runningboard-dent,light,227.48
Audi,A4,2017,rear-bumper-dent,severe,1618.06
Toyota,RAV4,2022,pillar-dent,moderate,524.7
Ford,Fiesta,2018,front-bumper-dent,severe,1143.45
Volkswagen,Golf,2016,taillight-damage,severe,469.63
Ford,Kuga,2026,fender-dent,light,359.37
BMW,X3,2019,signlight-damage,moderate,295.37
Ford,Kuga,2016,rear-windscreen-damage,moderate,500.94
Peugeot,3008,2025,front-bumper-dent,moderate,565.23
Toyota,Yaris,2025,headlight-damage,light,180.87
Ford,Fiesta,2024,rear-bumper-dent,light,403.8
Toyota,Yaris,2020,doorouter-dent,severe,1133.06
Mercedes,Classe C,2019,bonnet-dent,severe,2461.39
Volkswagen,Tiguan,2019,roof-dent,light,631.76
Mercedes,GLC,2026,pillar-dent,severe,1485.0
BMW,X5,2024,rear-windscreen-damage,moderate,734.18
Hyundai,Tucson,2016,front-bumper-dent,severe,1067.34
Renault,Captur,2020,fender-dent,light,338.3
BMW,X5,2026,bonnet-dent,severe,2004.75
Toyota,Corolla,2022,fender-dent,moderate,577.17
Ford,Kuga,2026,headlight-damage,severe,490.05
Kia,Rio,2021,front-windscreen-damage,light,287.35
Hyundai,i20,2017,rear-bumper-dent,light,404.51
Ford,Focus,2022,fender-dent,moderate,634.89
Toyota,Yaris,2016,taillight-damage,light,170.77
Kia,Ceed,2024,front-windscreen-damage,severe,688.3
BMW,X5,2018,front-bumper-dent,light,748.44
Kia,Rio,2025,front-bumper-dent,severe,942.05
Mercedes,GLC,2020,pillar-dent,moderate,1079.1
Kia,Sportage,2016,fender-dent,light,375.7
Hyundai,i20,2024,bonnet-dent,severe,1147.16
Ford,Fiesta,2025,headlight-damage,severe,497.4
Hyundai,Tucson,2020,rear-windscreen-damage,light,258.98
Renault,Captur,2016,front-bumper-dent,severe,1013.98
BMW,X3,2025,runningboard-dent,moderate,678.27
BMW,Serie 3,2023,front-bumper-dent,moderate,1163.87
Mercedes,Classe A,2024,front-windscreen-damage,severe,1376.6
Mercedes,Classe A,2019,doorouter-dent,light,918.92
Hyundai,i20,2026,roof-dent,light,519.75
Renault,Clio,2026,runningboard-dent,moderate,352.69
Volkswagen,Polo,2019,signlight-damage,severe,270.75
Renault,Captur,2026,headlight-damage,severe,423.22
Volkswagen,Polo,2024,fender-dent,moderate,616.92
Toyota,Corolla,2018,front-windscreen-damage,severe,748.44
Volkswagen,Tiguan,2026,headlight-damage,moderate,326.7
Mercedes,GLC,2021,taillight-damage,moderate,532.12
Ford,Focus,2025,rear-windscreen-damage,light,265.28
Audi,A4,2021,taillight-damage,light,255.42
Mercedes,GLC,2020,doorouter-dent,moderate,1510.74
Renault,Captur,2016,taillight-damage,severe,405.59
Renault,Captur,2023,front-windscreen-damage,light,265.36
Volkswagen,Golf,2022,signlight-damage,light,103.89
Volkswagen,Golf,2021,signlight-damage,light,105.36
Renault,Megane,2024,roof-dent,light,508.58
Kia,Sportage,2021,roof-dent,moderate,931.22
Toyota,Corolla,2022,pillar-dent,severe,787.05
Volkswagen,Tiguan,2024,headlight-damage,light,201.9
Peugeot,3008,2025,rear-bumper-dent,moderate,542.62
Audi,Q5,2021,sidemirror-damage,severe,574.69
Renault,Megane,2018,taillight-damage,light,158.0
Audi,A4,2016,front-bumper-dent,moderate,1138.5
Hyundai,Tucson,2025,bonnet-dent,moderate,753.64
Volkswagen,Tiguan,2017,headlight-damage,moderate,370.8
Ford,Fiesta,2025,pillar-dent,moderate,552.67
Mercedes,Classe A,2016,sidemirror-damage,light,307.39
Ford,Kuga,2022,headlight-damage,light,207.78
Renault,Captur,2025,headlight-damage,light,171.83
Renault,Megane,2022,rear-windscreen-damage,moderate,398.77
Ford,Kuga,2022,headlight-damage,light,207.78
Peugeot,308,2025,doorouter-dent,severe,949.58
Mercedes,GLC,2025,roof-dent,severe,2637.73
Kia,Rio,2019,signlight-damage,severe,246.14
Hyundai,i30,2024,bonnet-dent,moderate,764.77
Hyundai,i30,2025,headlight-damage,moderate,301.45
Renault,Clio,2020,rear-windscreen-damage,light,246.03
Volkswagen,Tiguan,2018,front-windscreen-damage,severe,823.28
Volkswagen,Tiguan,2019,rear-windscreen-damage,moderate,481.34
Audi,Q5,2024,quarterpanel-dent,light,636.29
Ford,Focus,2018,headlight-damage,moderate,365.9
Toyota,Corolla,2016,runningboard-dent,light,256.16
Volkswagen,Polo,2016,fender-dent,severe,1033.19
Hyundai,i30,2018,pillar-dent,severe,831.6
BMW,X5,2026,fender-dent,light,588.06
Toyota,Yaris,2025,rear-windscreen-damage,light,241.16
Volkswagen,Golf,2016,taillight-damage,severe,469.63
Ford,Fiesta,2021,headlight-damage,severe,526.8
Kia,Sportage,2018,front-windscreen-damage,severe,748.44
Ford,Kuga,2022,fender-dent,moderate,634.89
Renault,Megane,2018,quarterpanel-dent,severe,1027.03
Mercedes,Classe C,2016,signlight-damage,severe,512.32
Mercedes,Classe A,2024,headlight-damage,light,367.09
Peugeot,208,2016,doorouter-dent,moderate,717.25
Renault,Megane,2025,roof-dent,light,501.17
Ford,Fiesta,2024,runningboard-dent,severe,630.94
Renault,Clio,2025,pillar-dent,severe,715.96
Toyota,RAV4,2021,front-bumper-dent,severe,997.73
Mercedes,Classe A,2017,rear-bumper-dent,severe,2022.57
Peugeot,208,2026,runningboard-dent,light,200.48
Hyundai,Tucson,2022,front-bumper-dent,light,393.52
Kia,Sportage,2025,signlight-damage,moderate,150.73
Mercedes,GLC,2026,roof-dent,moderate,1732.5
Toyota,Yaris,2019,roof-dent,moderate,957.21
Hyundai,i30,2017,quarterpanel-dent,light,438.22
Peugeot,208,2017,fender-dent,light,333.72
Hyundai,Tucson,2025,signlight-damage,moderate,150.73
BMW,Serie 3,2016,rear-bumper-dent,moderate,1229.58
Hyundai,i20,2026,headlight-damage,light,178.2
Hyundai,i30,2016,taillight-damage,moderate,284.62
BMW,X3,2026,headlight-damage,light,320.76
Mercedes,GLC,2021,pillar-dent,severe,1596.38
Ford,Kuga,2017,doorouter-dent,light,519.13
Kia,Sportage,2019,taillight-damage,moderate,273.49
Toyota,Corolla,2020,quarterpanel-dent,light,420.85
Volkswagen,Polo,2020,pillar-dent,moderate,593.51
Volkswagen,Tiguan,2025,front-windscreen-damage,moderate,497.4
Hyundai,i30,2016,rear-bumper-dent,severe,1024.65
Kia,Sportage,2018,roof-dent,light,582.12
Peugeot,208,2016,quarterpanel-dent,moderate,666.02
Renault,Megane,2017,roof-dent,severe,1401.05
BMW,X5,2026,front-windscreen-damage,severe,1202.85
Kia,Sportage,2017,rear-bumper-dent,severe,1011.29
Audi,Q5,2018,pillar-dent,severe,1330.56
Ford,Fiesta,2017,sidemirror-damage,moderate,278.1
Renault,Clio,2020,front-windscreen-damage,severe,691.97
BMW,X3,2021,bonnet-dent,light,862.04
Peugeot,308,2024,quarterpanel-dent,light,357.91
BMW,X5,2023,sidemirror-damage,moderate,418.99
Ford,Fiesta,2026,signlight-damage,light,98.01
Ford,Kuga,2017,runningboard-dent,moderate,463.51
Toyota,RAV4,2023,pillar-dent,moderate,517.27
Toyota,Corolla,2020,front-windscreen-damage,severe,728.39
Audi,A3,2020,signlight-damage,moderate,258.98
BMW,X3,2020,front-windscreen-damage,light,524.44
Ford,Kuga,2024,headlight-damage,light,201.9
BMW,X3,2016,fender-dent,light,676.27
Ford,Fiesta,2022,roof-dent,light,606.03
Toyota,Corolla,2024,signlight-damage,severe,229.43
Kia,Sportage,2026,sidemirror-damage,severe,334.12
Toyota,RAV4,2023,bonnet-dent,severe,1163.87
Toyota,Corolla,2022,signlight-damage,light,94.45
Ford,Kuga,2021,rear-windscreen-damage,moderate,468.27
Volkswagen,Tiguan,2022,quarterpanel-dent,severe,1125.48
Audi,A3,2019,signlight-damage,severe,393.82
Renault,Clio,2019,front-windscreen-damage,light,280.6
Ford,Fiesta,2020,sidemirror-damage,light,160.25
Kia,Ceed,2016,roof-dent,moderate,996.19
Hyundai,i20,2024,quarterpanel-dent,severe,994.21
Kia,Sportage,2016,doorouter-dent,light,478.17
Toyota,RAV4,2017,doorouter-dent,severe,1179.83
Ford,Focus,2024,pillar-dent,severe,841.25
Volkswagen,Golf,2017,rear-windscreen-damage,light,296.64
Mercedes,Classe C,2022,rear-windscreen-damage,light,503.71
Peugeot,3008,2020,bonnet-dent,moderate,728.39
Kia,Rio,2021,headlight-damage,moderate,319.27
Audi,A3,2026,rear-windscreen-damage,light,380.16
Ford,Kuga,2022,front-windscreen-damage,moderate,519.45
Hyundai,Tucson,2026,headlight-damage,light,178.2
Toyota,Yaris,2019,doorouter-dent,moderate,765.76
Toyota,Yaris,2023,sidemirror-damage,moderate,232.77
Volkswagen,Polo,2023,quarterpanel-dent,severe,1109.55
Toyota,RAV4,2026,runningboard-dent,severe,556.88
Mercedes,GLC,2019,rear-windscreen-damage,moderate,875.16
BMW,X5,2022,quarterpanel-dent,light,736.68
Ford,Kuga,2021,quarterpanel-dent,light,456.56
Ford,Fiesta,2022,runningboard-dent,moderate,432.88
Renault,Megane,2018,pillar-dent,moderate,526.68
Mercedes,Classe A,2021,quarterpanel-dent,severe,2075.29
Renault,Clio,2021,taillight-damage,light,151.66
Mercedes,GLC,2022,rear-windscreen-damage,severe,1259.28
Kia,Sportage,2016,headlight-damage,moderate,341.55
Hyundai,Tucson,2023,front-windscreen-damage,light,279.33
Renault,Captur,2022,front-windscreen-damage,moderate,448.62
Toyota,Yaris,2019,front-windscreen-damage,moderate,492.28
Renault,Clio,2022,pillar-dent,light,299.08
Peugeot,208,2018,quarterpanel-dent,severe,972.97
BMW,X3,2026,front-bumper-dent,moderate,1113.75
Toyota,RAV4,2024,doorouter-dent,light,428.27
Toyota,Corolla,2025,front-windscreen-damage,severe,678.27
BMW,Serie 3,2016,roof-dent,severe,2689.71
Audi,Q5,2016,headlight-damage,moderate,546.48
Mercedes,Classe A,2025,sidemirror-damage,moderate,452.18
Mercedes,GLC,2019,roof-dent,moderate,1914.41
Peugeot,3008,2023,quarterpanel-dent,severe,907.82
Peugeot,208,2017,doorouter-dent,severe,1061.85
Mercedes,Classe C,2016,front-windscreen-damage,severe,1536.97
